cluster_kmeans,n_samples,mean,std,min,max
0,20,-0.36638838740581514,0.49594123364147824,-0.9387199363685252,1.2970989608452324
1,226,0.0324237510978598,0.42798424389420026,-0.90625009571194,2.270162210686846
