iteration,metric,reference_minus_cnn
222,f1_macro,0.5270935960591133
222,f1_beginner,1.0
222,precision_beginner,1.0
222,recall_beginner,1.0
222,roc_auc,0.37254901960784315
222,pr_auc,0.9212156868691463
223,accuracy,0.10280373831775702
223,balanced_accuracy,0.409297052154195
223,f1_macro,0.3943048576214405
223,f1_beginner,0.7333333333333334
223,precision_beginner,0.6666666666666667
223,recall_beginner,0.7777777777777778
223,roc_auc,0.5158730158730158
223,pr_auc,0.867781924719109
224,accuracy,0.11214953271028039
224,balanced_accuracy,0.4186893203883495
224,f1_macro,0.45857142857142863
224,f1_beginner,0.8571428571428571
224,precision_beginner,0.9
224,recall_beginner,0.75
224,roc_auc,0.558252427184466
224,pr_auc,0.9446692790218831
225,accuracy,0.07476635514018692
225,balanced_accuracy,0.41960784313725485
225,f1_macro,0.41960784313725485
225,f1_beginner,0.7999999999999999
225,precision_beginner,0.8
225,recall_beginner,0.8
225,roc_auc,0.4745098039215686
225,pr_auc,0.8964596197055736
226,accuracy,0.11214953271028039
226,balanced_accuracy,0.45857142857142863
226,f1_macro,0.45857142857142863
226,f1_beginner,0.8571428571428572
226,precision_beginner,0.8571428571428572
226,recall_beginner,0.8571428571428572
226,roc_auc,0.6228571428571428
226,pr_auc,0.919499040462968
227,accuracy,0.08411214953271029
227,balanced_accuracy,0.5288461538461539
227,f1_macro,0.5219512195121951
227,f1_beginner,1.0
227,precision_beginner,1.0
227,recall_beginner,1.0
227,roc_auc,0.42307692307692313
227,pr_auc,0.9464646464646465
228,accuracy,0.11214953271028039
228,balanced_accuracy,0.5476190476190477
228,f1_macro,0.5297029702970297
228,f1_beginner,1.0
228,precision_beginner,1.0
228,recall_beginner,1.0
228,roc_auc,1.0
228,pr_auc,0.9859372244754012
229,accuracy,0.17757009345794394
229,balanced_accuracy,0.5004385964912281
229,f1_macro,0.5016037503084136
229,f1_beginner,0.9047619047619048
229,precision_beginner,0.8888888888888888
229,recall_beginner,0.9166666666666666
229,roc_auc,0.5780701754385965
229,pr_auc,0.8882957857395145
230,accuracy,0.15887850467289721
230,balanced_accuracy,0.5360824742268041
230,f1_macro,0.5431472081218274
230,f1_beginner,1.0
230,precision_beginner,1.0
230,recall_beginner,1.0
230,roc_auc,0.6237113402061856
230,pr_auc,0.9183873544620812
231,accuracy,0.08411214953271029
231,balanced_accuracy,0.3294117647058823
231,f1_macro,0.36854190585533864
231,f1_beginner,0.6923076923076923
231,precision_beginner,0.75
231,recall_beginner,0.6
231,roc_auc,0.40588235294117647
231,pr_auc,0.8529918679451389
232,accuracy,0.10280373831775702
232,balanced_accuracy,0.38714285714285723
232,f1_macro,0.3943048576214405
232,f1_beginner,0.7333333333333334
232,precision_beginner,0.75
232,recall_beginner,0.7142857142857143
232,roc_auc,0.5671428571428572
232,pr_auc,0.8992291167039907
233,accuracy,0.08411214953271029
233,balanced_accuracy,0.4245098039215687
233,f1_macro,0.43125839677563815
233,f1_beginner,0.8181818181818182
233,precision_beginner,0.8333333333333334
233,recall_beginner,0.8
233,roc_auc,0.24117647058823533
233,pr_auc,0.8769461349952123
234,accuracy,0.10280373831775702
234,balanced_accuracy,0.5339805825242718
234,f1_macro,0.5270935960591133
234,f1_beginner,1.0
234,precision_beginner,1.0
234,recall_beginner,1.0
234,roc_auc,0.6067961165048543
234,pr_auc,0.9618489334986331
235,accuracy,0.08411214953271029
235,balanced_accuracy,0.3294117647058823
235,f1_macro,0.36854190585533864
235,f1_beginner,0.6923076923076923
235,precision_beginner,0.75
235,recall_beginner,0.6
235,roc_auc,0.2784313725490196
235,pr_auc,0.8323442149445448
236,accuracy,0.08411214953271029
236,balanced_accuracy,0.3327020202020202
236,f1_macro,0.32261306532663325
236,f1_beginner,0.6000000000000001
236,precision_beginner,0.5714285714285714
236,recall_beginner,0.625
236,roc_auc,0.297979797979798
236,pr_auc,0.7673656715860478
237,accuracy,0.11214953271028039
237,balanced_accuracy,0.5153061224489797
237,f1_macro,0.5297029702970297
237,f1_beginner,1.0
237,precision_beginner,1.0
237,recall_beginner,1.0
237,roc_auc,0.5804988662131519
237,pr_auc,0.9190307147368485
238,accuracy,0.13084112149532712
238,balanced_accuracy,0.5255102040816326
238,f1_macro,0.5349999999999999
238,f1_beginner,1.0
238,precision_beginner,1.0
238,recall_beginner,1.0
238,roc_auc,0.44557823129251706
238,pr_auc,0.8845581163124626
239,accuracy,0.15887850467289721
239,balanced_accuracy,0.53125
239,f1_macro,0.5431472081218274
239,f1_beginner,1.0
239,precision_beginner,1.0
239,recall_beginner,1.0
239,roc_auc,0.634469696969697
239,pr_auc,0.9074735660223252
240,accuracy,0.14953271028037385
240,balanced_accuracy,0.47112211221122113
240,f1_macro,0.4852607709750567
240,f1_beginner,0.8888888888888888
240,precision_beginner,0.9166666666666666
240,recall_beginner,0.8333333333333334
240,roc_auc,0.28547854785478544
240,pr_auc,0.8955194705079071
241,accuracy,0.05607476635514019
241,balanced_accuracy,0.1907051282051282
241,f1_macro,0.31470588235294117
241,f1_beginner,0.6
241,precision_beginner,0.7142857142857143
241,recall_beginner,0.33333333333333337
241,roc_auc,0.3205128205128205
241,pr_auc,0.8384536610343062
242,accuracy,0.14953271028037385
242,balanced_accuracy,0.4829545454545454
242,f1_macro,0.4852607709750566
242,f1_beginner,0.8888888888888888
242,precision_beginner,0.9
242,recall_beginner,0.875
242,roc_auc,0.44318181818181823
242,pr_auc,0.8982607510596687
243,accuracy,0.09345794392523366
243,balanced_accuracy,0.40898058252427183
243,f1_macro,0.4414191419141914
243,f1_beginner,0.8333333333333334
243,precision_beginner,0.875
243,recall_beginner,0.75
243,roc_auc,0.5922330097087378
243,pr_auc,0.9371772187578483
244,accuracy,0.07476635514018692
244,balanced_accuracy,0.5285714285714286
244,f1_macro,0.5194174757281553
244,f1_beginner,1.0
244,precision_beginner,1.0
244,recall_beginner,1.0
244,roc_auc,0.6095238095238096
244,pr_auc,0.9763099219620959
245,accuracy,0.12149532710280375
245,balanced_accuracy,0.5252525252525253
245,f1_macro,0.5323383084577115
245,f1_beginner,1.0
245,precision_beginner,1.0
245,recall_beginner,1.0
245,roc_auc,0.4734848484848485
245,pr_auc,0.8913500188473168
246,accuracy,0.11214953271028039
246,balanced_accuracy,0.46485260770975056
246,f1_macro,0.4585714285714285
246,f1_beginner,0.8571428571428572
246,precision_beginner,0.8
246,recall_beginner,0.8888888888888888
246,roc_auc,0.3752834467120182
246,pr_auc,0.8089183731225805
247,accuracy,0.14953271028037385
247,balanced_accuracy,0.5404040404040404
247,f1_macro,0.5404040404040404
247,f1_beginner,1.0
247,precision_beginner,1.0
247,recall_beginner,1.0
247,roc_auc,0.4053030303030303
247,pr_auc,0.9009045771518667
248,accuracy,0.14953271028037385
248,balanced_accuracy,0.5449999999999999
248,f1_macro,0.5404040404040403
248,f1_beginner,1.0
248,precision_beginner,1.0
248,recall_beginner,1.0
248,roc_auc,0.6257142857142857
248,pr_auc,0.9407920329803928
249,accuracy,0.11214953271028039
249,balanced_accuracy,0.5297029702970297
249,f1_macro,0.5297029702970297
249,f1_beginner,1.0
249,precision_beginner,1.0
249,recall_beginner,1.0
249,roc_auc,0.41419141914191415
249,pr_auc,0.9164666098990775
250,accuracy,0.13084112149532712
250,balanced_accuracy,0.37414965986394555
250,f1_macro,0.3860824742268041
250,f1_beginner,0.7
250,precision_beginner,0.7272727272727273
250,recall_beginner,0.6666666666666667
250,roc_auc,0.40702947845804993
250,pr_auc,0.8475713259202702
251,accuracy,0.11214953271028039
251,balanced_accuracy,0.5476190476190477
251,f1_macro,0.5297029702970297
251,f1_beginner,1.0
251,precision_beginner,1.0
251,recall_beginner,1.0
251,roc_auc,0.2571428571428571
251,pr_auc,0.9410299003322259
252,accuracy,0.12149532710280375
252,balanced_accuracy,0.4441176470588235
252,f1_macro,0.4659966499162479
252,f1_beginner,0.8666666666666667
252,precision_beginner,0.9
252,recall_beginner,0.8
252,roc_auc,0.5019607843137255
252,pr_auc,0.9261905667108481
253,accuracy,0.14018691588785048
253,balanced_accuracy,0.42970521541950113
253,f1_macro,0.4331983805668016
253,f1_beginner,0.7894736842105263
253,precision_beginner,0.8
253,recall_beginner,0.7777777777777778
253,roc_auc,0.554421768707483
253,pr_auc,0.8977590851794743
254,accuracy,0.10280373831775702
254,balanced_accuracy,0.4577020202020202
254,f1_macro,0.45044010715652505
254,f1_beginner,0.8461538461538461
254,precision_beginner,0.8
254,recall_beginner,0.875
254,roc_auc,0.6755050505050505
254,pr_auc,0.9208526567581315
255,accuracy,0.09345794392523366
255,balanced_accuracy,0.529126213592233
255,f1_macro,0.5245098039215685
255,f1_beginner,1.0
255,precision_beginner,1.0
255,recall_beginner,1.0
255,roc_auc,0.9320388349514563
255,pr_auc,0.9753064506370801
256,accuracy,0.08411214953271029
256,balanced_accuracy,0.35808580858085814
256,f1_macro,0.36854190585533875
256,f1_beginner,0.6923076923076923
256,precision_beginner,0.7142857142857143
256,recall_beginner,0.6666666666666667
256,roc_auc,0.6551155115511551
256,pr_auc,0.8952994122045375
257,accuracy,0.10280373831775702
257,balanced_accuracy,0.44636963696369636
257,f1_macro,0.45044010715652516
257,f1_beginner,0.8461538461538461
257,precision_beginner,0.8571428571428572
257,recall_beginner,0.8333333333333334
257,roc_auc,0.4983498349834984
257,pr_auc,0.9150713688246859
258,accuracy,0.09345794392523366
258,balanced_accuracy,0.3952020202020202
258,f1_macro,0.3821428571428571
258,f1_beginner,0.7142857142857142
258,precision_beginner,0.6666666666666667
258,recall_beginner,0.75
258,roc_auc,0.43181818181818177
258,pr_auc,0.8322100946869506
259,accuracy,0.12149532710280375
259,balanced_accuracy,0.5436893203883495
259,f1_macro,0.5323383084577114
259,f1_beginner,1.0
259,precision_beginner,1.0
259,recall_beginner,1.0
259,roc_auc,0.6067961165048543
259,pr_auc,0.9622389947907213
260,accuracy,0.11214953271028039
260,balanced_accuracy,0.3639455782312925
260,f1_macro,0.3639455782312925
260,f1_beginner,0.6666666666666667
260,precision_beginner,0.6666666666666667
260,recall_beginner,0.6666666666666667
260,roc_auc,0.5306122448979591
260,pr_auc,0.8629593277505067
261,accuracy,0.10280373831775702
261,balanced_accuracy,0.4535714285714286
261,f1_macro,0.45044010715652516
261,f1_beginner,0.8461538461538461
261,precision_beginner,0.8333333333333334
261,recall_beginner,0.8571428571428572
261,roc_auc,0.5114285714285715
261,pr_auc,0.9002302281377456
262,accuracy,0.10280373831775702
262,balanced_accuracy,0.4002525252525253
262,f1_macro,0.3943048576214405
262,f1_beginner,0.7333333333333334
262,precision_beginner,0.7142857142857143
262,recall_beginner,0.75
262,roc_auc,0.3194444444444444
262,pr_auc,0.8160971518961352
263,accuracy,0.10280373831775702
263,balanced_accuracy,0.4343137254901961
263,f1_macro,0.45044010715652505
263,f1_beginner,0.8461538461538461
263,precision_beginner,0.875
263,recall_beginner,0.8
263,roc_auc,0.6176470588235294
263,pr_auc,0.9389684911675393
264,accuracy,0.09345794392523366
264,balanced_accuracy,0.04761904761904767
264,f1_macro,0.3821428571428571
264,f1_beginner,0.7142857142857143
264,precision_beginner,0.8333333333333334
264,recall_beginner,0.0
264,roc_auc,0.09523809523809523
264,pr_auc,0.8712121212121212
265,accuracy,0.14018691588785048
265,balanced_accuracy,0.4204545454545454
265,f1_macro,0.4331983805668016
265,f1_beginner,0.7894736842105263
265,precision_beginner,0.8181818181818181
265,recall_beginner,0.75
265,roc_auc,0.4292929292929293
265,pr_auc,0.8800947920441544
266,accuracy,0.13084112149532712
266,balanced_accuracy,0.5485436893203883
266,f1_macro,0.535
266,f1_beginner,1.0
266,precision_beginner,1.0
266,recall_beginner,1.0
266,roc_auc,0.7257281553398058
266,pr_auc,0.9686494217393093
267,accuracy,0.14953271028037385
267,balanced_accuracy,0.5495049504950495
267,f1_macro,0.5404040404040404
267,f1_beginner,1.0
267,precision_beginner,1.0
267,recall_beginner,1.0
267,roc_auc,0.5148514851485149
267,pr_auc,0.9345437397409132
268,accuracy,0.13084112149532712
268,balanced_accuracy,0.5441176470588236
268,f1_macro,0.5349999999999999
268,f1_beginner,1.0
268,precision_beginner,1.0
268,recall_beginner,1.0
268,roc_auc,0.580392156862745
268,pr_auc,0.9501720300749091
269,accuracy,0.09345794392523366
269,balanced_accuracy,0.4041950113378685
269,f1_macro,0.3821428571428571
269,f1_beginner,0.7142857142857143
269,precision_beginner,0.6
269,recall_beginner,0.7777777777777778
269,roc_auc,0.3163265306122449
269,pr_auc,0.7789599885941108
270,accuracy,0.14953271028037385
270,balanced_accuracy,0.3843537414965986
270,f1_macro,0.4053030303030303
270,f1_beginner,0.7272727272727273
270,precision_beginner,0.7692307692307692
270,recall_beginner,0.6666666666666667
270,roc_auc,0.45578231292517
270,pr_auc,0.8716164071426311
271,accuracy,0.06542056074766356
271,balanced_accuracy,0.38005050505050497
271,f1_macro,0.335423197492163
271,f1_beginner,0.6363636363636364
271,precision_beginner,0.33333333333333337
271,recall_beginner,0.75
271,roc_auc,0.38888888888888884
271,pr_auc,0.7771401024449804
272,accuracy,0.14953271028037385
272,balanced_accuracy,0.44123711340206184
272,f1_macro,0.44123711340206184
272,f1_beginner,0.7999999999999999
272,precision_beginner,0.8
272,recall_beginner,0.8
272,roc_auc,0.4237113402061856
272,pr_auc,0.8628750254715798
273,accuracy,0.11214953271028039
273,balanced_accuracy,0.41439909297052147
273,f1_macro,0.4053030303030303
273,f1_beginner,0.75
273,precision_beginner,0.7142857142857143
273,recall_beginner,0.7777777777777778
273,roc_auc,0.37074829931972786
273,pr_auc,0.8142235170529851
274,accuracy,0.13084112149532712
274,balanced_accuracy,0.35392156862745094
274,f1_macro,0.42460317460317465
274,f1_beginner,0.7777777777777778
274,precision_beginner,0.8461538461538461
274,recall_beginner,0.6
274,roc_auc,0.5196078431372548
274,pr_auc,0.9213854240745442
275,accuracy,0.1869158878504673
275,balanced_accuracy,0.5066287878787878
275,f1_macro,0.5066287878787878
275,f1_beginner,0.9090909090909091
275,precision_beginner,0.9090909090909091
275,recall_beginner,0.9090909090909091
275,roc_auc,0.59375
275,pr_auc,0.9040995390493767
276,accuracy,0.14018691588785048
276,balanced_accuracy,0.4204545454545454
276,f1_macro,0.4331983805668016
276,f1_beginner,0.7894736842105263
276,precision_beginner,0.8181818181818181
276,recall_beginner,0.75
276,roc_auc,0.36237373737373735
276,pr_auc,0.8525828334489334
277,accuracy,0.14018691588785048
277,balanced_accuracy,0.54
277,f1_macro,0.5376884422110553
277,f1_beginner,1.0
277,precision_beginner,1.0
277,recall_beginner,1.0
277,roc_auc,0.6985714285714286
277,pr_auc,0.9484065877913888
278,accuracy,0.09345794392523366
278,balanced_accuracy,0.529126213592233
278,f1_macro,0.5245098039215685
278,f1_beginner,1.0
278,precision_beginner,1.0
278,recall_beginner,1.0
278,roc_auc,0.6140776699029127
278,pr_auc,0.9594484322142033
279,accuracy,0.14018691588785048
279,balanced_accuracy,0.4661716171617162
279,f1_macro,0.47924753657808306
279,f1_beginner,0.8823529411764706
279,precision_beginner,0.9090909090909091
279,recall_beginner,0.8333333333333334
279,roc_auc,0.5247524752475248
279,pr_auc,0.9258942970359882
280,accuracy,0.14953271028037385
280,balanced_accuracy,0.44123711340206184
280,f1_macro,0.44123711340206184
280,f1_beginner,0.7999999999999999
280,precision_beginner,0.8
280,recall_beginner,0.8
280,roc_auc,0.5484536082474227
280,pr_auc,0.892070319478582
281,accuracy,0.13084112149532712
281,balanced_accuracy,0.5349999999999999
281,f1_macro,0.5349999999999999
281,f1_beginner,1.0
281,precision_beginner,1.0
281,recall_beginner,1.0
281,roc_auc,0.4842857142857143
281,pr_auc,0.919302554121037
282,accuracy,0.11214953271028039
282,balanced_accuracy,0.3921428571428571
282,f1_macro,0.4053030303030303
282,f1_beginner,0.75
282,precision_beginner,0.7777777777777778
282,recall_beginner,0.7142857142857143
282,roc_auc,0.30000000000000004
282,pr_auc,0.8443817326543315
283,accuracy,0.028037383177570097
283,balanced_accuracy,0.17628205128205132
283,f1_macro,0.22153209109730854
283,f1_beginner,0.4285714285714285
283,precision_beginner,0.5
283,recall_beginner,0.33333333333333337
283,roc_auc,0.34615384615384615
283,pr_auc,0.7128764278296988
284,accuracy,0.19626168224299068
284,balanced_accuracy,0.5656565656565656
284,f1_macro,0.5544041450777202
284,f1_beginner,1.0
284,precision_beginner,1.0
284,recall_beginner,1.0
284,roc_auc,0.5808080808080809
284,pr_auc,0.9284636636984401
285,accuracy,0.11214953271028039
285,balanced_accuracy,0.4392156862745098
285,f1_macro,0.4585714285714285
285,f1_beginner,0.8571428571428572
285,precision_beginner,0.8888888888888888
285,recall_beginner,0.8
285,roc_auc,0.5176470588235293
285,pr_auc,0.92782983284762
286,accuracy,0.15887850467289721
286,balanced_accuracy,0.3894557823129252
286,f1_macro,0.41406783519235146
286,f1_beginner,0.7391304347826086
286,precision_beginner,0.7857142857142857
286,recall_beginner,0.6666666666666667
286,roc_auc,0.37074829931972786
286,pr_auc,0.8552955360033132
287,accuracy,0.13084112149532712
287,balanced_accuracy,0.47505668934240364
287,f1_macro,0.47285353535353536
287,f1_beginner,0.875
287,precision_beginner,0.8571428571428572
287,recall_beginner,0.8888888888888888
287,roc_auc,0.45578231292517
287,pr_auc,0.8823859714813994
288,accuracy,0.12149532710280375
288,balanced_accuracy,0.41950113378684806
288,f1_macro,0.4153478650343386
288,f1_beginner,0.7647058823529411
288,precision_beginner,0.75
288,recall_beginner,0.7777777777777778
288,roc_auc,0.3049886621315193
288,pr_auc,0.8325784707128563
289,accuracy,0.12149532710280375
289,balanced_accuracy,0.5204081632653061
289,f1_macro,0.5323383084577114
289,f1_beginner,1.0
289,precision_beginner,1.0
289,recall_beginner,1.0
289,roc_auc,0.6213151927437641
289,pr_auc,0.9240446170867873
290,accuracy,0.08411214953271029
290,balanced_accuracy,0.28809523809523807
290,f1_macro,0.43125839677563815
290,f1_beginner,0.8181818181818182
290,precision_beginner,0.8888888888888888
290,recall_beginner,0.5
290,roc_auc,0.13809523809523805
290,pr_auc,0.9009661835748792
291,accuracy,0.10280373831775702
291,balanced_accuracy,0.36798679867986794
291,f1_macro,0.3943048576214405
291,f1_beginner,0.7333333333333334
291,precision_beginner,0.7777777777777778
291,recall_beginner,0.6666666666666667
291,roc_auc,0.6237623762376238
291,pr_auc,0.9111266818096976
292,accuracy,0.12149532710280375
292,balanced_accuracy,0.5392156862745099
292,f1_macro,0.5323383084577115
292,f1_beginner,1.0
292,precision_beginner,1.0
292,recall_beginner,1.0
292,roc_auc,0.4529411764705882
292,pr_auc,0.9349888564638666
293,accuracy,0.11214953271028039
293,balanced_accuracy,0.45857142857142863
293,f1_macro,0.45857142857142863
293,f1_beginner,0.8571428571428572
293,precision_beginner,0.8571428571428572
293,recall_beginner,0.8571428571428572
293,roc_auc,0.4114285714285715
293,pr_auc,0.8997566232403554
294,accuracy,0.13084112149532712
294,balanced_accuracy,0.4490196078431372
294,f1_macro,0.47285353535353536
294,f1_beginner,0.875
294,precision_beginner,0.9090909090909091
294,recall_beginner,0.8
294,roc_auc,0.5705882352941176
294,pr_auc,0.9425176930872954
295,accuracy,0.12149532710280375
295,balanced_accuracy,0.5204081632653061
295,f1_macro,0.5323383084577114
295,f1_beginner,1.0
295,precision_beginner,1.0
295,recall_beginner,1.0
295,roc_auc,0.4444444444444444
295,pr_auc,0.8818002128030554
296,accuracy,0.14953271028037385
296,balanced_accuracy,0.5404040404040404
296,f1_macro,0.5404040404040404
296,f1_beginner,1.0
296,precision_beginner,1.0
296,recall_beginner,1.0
296,roc_auc,0.6439393939393939
296,pr_auc,0.9325745023872944
297,accuracy,0.14018691588785048
297,balanced_accuracy,0.5445544554455446
297,f1_macro,0.5376884422110553
297,f1_beginner,1.0
297,precision_beginner,1.0
297,recall_beginner,1.0
297,roc_auc,0.570957095709571
297,pr_auc,0.9429763212149489
298,accuracy,0.07476635514018692
298,balanced_accuracy,0.5285714285714286
298,f1_macro,0.5194174757281553
298,f1_beginner,1.0
298,precision_beginner,1.0
298,recall_beginner,1.0
298,roc_auc,0.919047619047619
298,pr_auc,0.9850362280793867
299,accuracy,0.08411214953271029
299,balanced_accuracy,0.4435714285714286
299,f1_macro,0.43125839677563815
299,f1_beginner,0.8181818181818181
299,precision_beginner,0.75
299,recall_beginner,0.8571428571428572
299,roc_auc,0.5485714285714286
299,pr_auc,0.8976899843319534
300,accuracy,0.10280373831775702
300,balanced_accuracy,0.5428571428571429
300,f1_macro,0.5270935960591133
300,f1_beginner,1.0
300,precision_beginner,1.0
300,recall_beginner,1.0
300,roc_auc,0.5952380952380952
300,pr_auc,0.9668446817979528
301,accuracy,0.11214953271028039
301,balanced_accuracy,0.3921428571428571
301,f1_macro,0.4053030303030303
301,f1_beginner,0.75
301,precision_beginner,0.7777777777777778
301,recall_beginner,0.7142857142857143
301,roc_auc,0.5957142857142856
301,pr_auc,0.9079059971059777
302,accuracy,0.07476635514018692
302,balanced_accuracy,0.41960784313725485
302,f1_macro,0.41960784313725485
302,f1_beginner,0.7999999999999999
302,precision_beginner,0.8
302,recall_beginner,0.8
302,roc_auc,0.39803921568627454
302,pr_auc,0.8958178029613117
303,accuracy,0.10280373831775702
303,balanced_accuracy,0.44636963696369636
303,f1_macro,0.45044010715652516
303,f1_beginner,0.8461538461538461
303,precision_beginner,0.8571428571428572
303,recall_beginner,0.8333333333333334
303,roc_auc,0.34983498349834985
303,pr_auc,0.886369116947388
304,accuracy,0.12149532710280375
304,balanced_accuracy,0.53
304,f1_macro,0.5323383084577114
304,f1_beginner,1.0
304,precision_beginner,1.0
304,recall_beginner,1.0
304,roc_auc,0.6242857142857143
304,pr_auc,0.9395348567269155
305,accuracy,0.12149532710280375
305,balanced_accuracy,0.5346534653465347
305,f1_macro,0.5323383084577114
305,f1_beginner,1.0
305,precision_beginner,1.0
305,recall_beginner,1.0
305,roc_auc,0.5561056105610561
305,pr_auc,0.9414583784850152
306,accuracy,0.14018691588785048
306,balanced_accuracy,0.5490196078431373
306,f1_macro,0.5376884422110553
306,f1_beginner,1.0
306,precision_beginner,1.0
306,recall_beginner,1.0
306,roc_auc,0.44509803921568625
306,pr_auc,0.9375881957502362
307,accuracy,0.08411214953271029
307,balanced_accuracy,0.4245098039215687
307,f1_macro,0.43125839677563815
307,f1_beginner,0.8181818181818182
307,precision_beginner,0.8333333333333334
307,recall_beginner,0.8
307,roc_auc,0.6274509803921569
307,pr_auc,0.9321068992552922
308,accuracy,0.12149532710280375
308,balanced_accuracy,0.30339805825242716
308,f1_macro,0.4153478650343386
308,f1_beginner,0.7647058823529411
308,precision_beginner,0.8461538461538461
308,recall_beginner,0.5
308,roc_auc,0.2184466019417476
308,pr_auc,0.8877462945859173
309,accuracy,0.05607476635514019
309,balanced_accuracy,0.35256410256410253
309,f1_macro,0.3895631067961165
309,f1_beginner,0.75
309,precision_beginner,0.8
309,recall_beginner,0.6666666666666667
309,roc_auc,0.2692307692307693
309,pr_auc,0.8942045035068291
310,accuracy,0.12149532710280375
310,balanced_accuracy,0.4678030303030303
310,f1_macro,0.4659966499162479
310,f1_beginner,0.8666666666666667
310,precision_beginner,0.8571428571428572
310,recall_beginner,0.875
310,roc_auc,0.40909090909090906
310,pr_auc,0.8866001925475425
311,accuracy,0.08411214953271029
311,balanced_accuracy,0.27970297029702973
311,f1_macro,0.32261306532663314
311,f1_beginner,0.6
311,precision_beginner,0.6666666666666667
311,recall_beginner,0.5
311,roc_auc,0.29537953795379535
311,pr_auc,0.8321141333533151
312,accuracy,0.16822429906542058
312,balanced_accuracy,0.4954648526077098
312,f1_macro,0.4963917525773196
312,f1_beginner,0.9
312,precision_beginner,0.9090909090909091
312,recall_beginner,0.8888888888888888
312,roc_auc,0.6258503401360545
312,pr_auc,0.923175732020343
313,accuracy,0.06542056074766356
313,balanced_accuracy,0.5238095238095238
313,f1_macro,0.5169082125603865
313,f1_beginner,1.0
313,precision_beginner,1.0
313,recall_beginner,1.0
313,roc_auc,0.8761904761904762
313,pr_auc,0.9839853580416381
314,accuracy,0.10280373831775702
314,balanced_accuracy,0.52
314,f1_macro,0.5270935960591133
314,f1_beginner,1.0
314,precision_beginner,1.0
314,recall_beginner,1.0
314,roc_auc,0.7214285714285714
314,pr_auc,0.9484913710774494
315,accuracy,0.09345794392523366
315,balanced_accuracy,0.3157142857142857
315,f1_macro,0.3377525252525253
315,f1_beginner,0.625
315,precision_beginner,0.6666666666666667
315,recall_beginner,0.5714285714285714
315,roc_auc,0.4357142857142857
315,pr_auc,0.8396714572889977
316,accuracy,0.10280373831775702
316,balanced_accuracy,0.44636963696369636
316,f1_macro,0.45044010715652516
316,f1_beginner,0.8461538461538461
316,precision_beginner,0.8571428571428572
316,recall_beginner,0.8333333333333334
316,roc_auc,0.5495049504950495
316,pr_auc,0.919948360339311
317,accuracy,0.10280373831775702
317,balanced_accuracy,0.5294117647058824
317,f1_macro,0.5270935960591133
317,f1_beginner,1.0
317,precision_beginner,1.0
317,recall_beginner,1.0
317,roc_auc,0.5235294117647059
317,pr_auc,0.9311141287071513
318,accuracy,0.12149532710280375
318,balanced_accuracy,0.45627062706270627
318,f1_macro,0.4659966499162478
318,f1_beginner,0.8666666666666667
318,precision_beginner,0.8888888888888888
318,recall_beginner,0.8333333333333334
318,roc_auc,0.4438943894389439
318,pr_auc,0.9138750508149637
319,accuracy,0.13084112149532712
319,balanced_accuracy,0.3579545454545454
319,f1_macro,0.3860824742268041
319,f1_beginner,0.7
319,precision_beginner,0.75
319,recall_beginner,0.625
319,roc_auc,0.35858585858585856
319,pr_auc,0.845207947058175
320,accuracy,0.13084112149532712
320,balanced_accuracy,0.5349999999999999
320,f1_macro,0.5349999999999999
320,f1_beginner,1.0
320,precision_beginner,1.0
320,recall_beginner,1.0
320,roc_auc,0.6471428571428571
320,pr_auc,0.9374805026562173
321,accuracy,0.12149532710280375
321,balanced_accuracy,0.37788778877887785
321,f1_macro,0.4153478650343386
321,f1_beginner,0.7647058823529411
321,precision_beginner,0.8181818181818181
321,recall_beginner,0.6666666666666667
321,roc_auc,0.4884488448844885
321,pr_auc,0.9106044287797495
322,accuracy,0.07476635514018692
322,balanced_accuracy,0.41960784313725485
322,f1_macro,0.41960784313725485
322,f1_beginner,0.7999999999999999
322,precision_beginner,0.8
322,recall_beginner,0.8
322,roc_auc,0.3647058823529412
322,pr_auc,0.8970253053179882
323,accuracy,0.14953271028037385
323,balanced_accuracy,0.5625
323,f1_macro,0.5404040404040404
323,f1_beginner,1.0
323,precision_beginner,1.0
323,recall_beginner,1.0
323,roc_auc,0.5
323,pr_auc,0.9606293464989117
324,accuracy,0.14953271028037385
324,balanced_accuracy,0.3963917525773196
324,f1_macro,0.4053030303030304
324,f1_beginner,0.7272727272727273
324,precision_beginner,0.75
324,recall_beginner,0.7
324,roc_auc,0.39072164948453614
324,pr_auc,0.8490751382869155
325,accuracy,0.12149532710280375
325,balanced_accuracy,0.53
325,f1_macro,0.5323383084577114
325,f1_beginner,1.0
325,precision_beginner,1.0
325,recall_beginner,1.0
325,roc_auc,0.53
325,pr_auc,0.9146117714636874
326,accuracy,0.09345794392523366
326,balanced_accuracy,0.5101010101010102
326,f1_macro,0.5245098039215687
326,f1_beginner,1.0
326,precision_beginner,1.0
326,recall_beginner,1.0
326,roc_auc,0.3787878787878788
326,pr_auc,0.8766456972978712
327,accuracy,0.11214953271028039
327,balanced_accuracy,0.3729372937293729
327,f1_macro,0.4053030303030303
327,f1_beginner,0.75
327,precision_beginner,0.8
327,recall_beginner,0.6666666666666667
327,roc_auc,0.41254125412541254
327,pr_auc,0.8712915957284815
328,accuracy,0.12149532710280375
328,balanced_accuracy,0.53
328,f1_macro,0.5323383084577114
328,f1_beginner,1.0
328,precision_beginner,1.0
328,recall_beginner,1.0
